review,class
"Love this place. Very 1920's cinema feel to it.  Not row seating, but cinema seating.  Think Vegas lounge lizards...with an area for front row standups about 6 people deep. Be sure to check out ""The Noises 10"" here. A great local band that seems to place here 6-8 times a year.
",1
"I have been to the Visulite Theatre once to see the John Scofield Band.  I was not sure what to expect especially since I went by myself.   It was  a very enjoyable experience.  I ended sitting by the railing above the standing area in front of the band.  John Scofield is great and the jam band he tours with is fun to watch.  I always meant to go back but it never happened.
",1
"If I could see a show at the Visulite Theater every time I come to Charlotte I would. I'm not sure how long the theater has been around - but I grew up here in Charlotte and never knew about it until about two years ago, when I went and saw the North Mississippi Allstars - awesome show. I'm home for  the holidays right now and I just saw  Acoustic Syndicate, also a great show! Fantastic sound and a huge - and very accessable - bar. No smoking (or at least the night I was there), but there's a back area when smokers can go. Overall a really cool spot, I'm so happy that Charlotte's got a good music venue- woo hoo!
",1
"I get warm fuzzies just thinking about the Visulite.  It's cool, laid-back, and almost feels like you have stepped into a time warp....like some sort of dimly lit lounge from the '50's.  The first place I ever saw a concert in Charlotte and I was hooked.  The prices are standard bar, slightly overpriced with teeny tiny cups for mixed drinks.  But, if the band you are seeing rocks, then it's all good.  Sounds quality is excellent and can be LOUD!!!
",1
"Best venue in town to see a show.  Over the years, I've seen Galactic, Medeski Martin & Wood, Soulive, Victor Wooten, and many others.  Can get a bit tight, but that's the price you have to pay to see live music in Charlotte.
",1
"I need to come here again soon, it is a really dark, tight atmosphere where you can get up close and personal with the acts.  The employees are very into the music as well, which is always a plus.  I hate going to really mainstream venues where the security and bartenders just blankly stare at the guests.  These guys are nodding along to the tunes and thoroughly feeling the grooves.  Someone told me that this place used to be a porn studio back in the 70's, this may be one of those city myths, but it looks like it could have been.  It would be pretty rock and roll if that were the case.  Anyways, I am a huge fan of the Visulite.
",1
"I've been going to the Visulite since it opened.  It's my favorite live music venue in Charlotte.  So many great bands have hit this stage.  Most of the staff have worked here since the beginning.  Great atmosphere.  Many wonderful memories!
",1
"Cool spot, great music
",1
"I'll keep it short: Awesome atmosphere, inexpensive drinks, cheap tickets to see great live music. All around a cool venue and a great time. I can't wait to go back!
",1
"As far as live music venues go in Charlotte, this is my favorite and I've been to pretty much all of them.  It's not a big venue, but they get some decent acts for my music taste (JamFunkElectronica).Cover charges are usually around $10-15, extremely cheap (Obviously also depends on the artist....).  They also have both beer and liquor.  It's nice to have the option, some nights I just want to let it all out.  The beer selection is good as they have about 10-12 taps with local NC brews and the likes of Magic Hat, Sweetwater, New Belgium, etc.  They also have a good bottle selection for the stuff that's a little more rare.  Drinks are normal, reasonable prices.As far as the musiclayout is concerned, there really isn't a bad spot in the place.  It's multi-tiered, so lots of areas with a good view.  The barentrance is at the top, then it drops down to an open area with the sound board and cocktail tables (it's nice to have the option to sit and enjoy the music), and then drops down again to a pit area that's standing room only in front of the stage.  The stage is the height of the 2nd level with the cocktail tables, so that's usually where I'm at, but people are always getting down in the pit.  All in all, the layout of the place is why I like it so much.  The sound is great too.  You can't have a great music venue without great acoustics!  I always look forward to a show here.
",1
"Great Jazz and they even let people stand in.  Some high schooler was amazing on the harmonica.  As a big Slim Harpo fan I was very impressed.  The scene wasn't smoky at all.  Very nice although the crowd was small.
",1
"I wish I had made it out to this place on my last trip to Charlotte. Pretty much all of the other music venues I wanted to visit reserve their acts for Friday and Saturday nights (especially on a holiday weekend like Thanksgiving). However, I'm more of a middle-of-the-week music appreciator. For other Monday night music lovers, this is an excellent place to take a visitor for some straight ahead jazz and blues. I used to love standing in line in the cold to see jazz played the way its meant to be played, in a smoky basement with singers and musicians jumping on the mic at completely unscheduled times, at a little club called Small's in Manhattan's West Village. And the ability to enjoy some of the best Rockabilly, Country, and Blues musicians around (for FREE!) at Rodeo Bar in Manhattan's Murray Hill any night of the week, has also spoiled me.My point being - places like Small's, Rodeo Bar, and Double Door Inn are a dying breed. It is your duty as a live music supporter to exercise your right to enjoy this craft in a setting that is up close and personal, and velvet-rope-free. Though I doubt that the Double Door can draw New York sized crowds on a ""school night"", if you bring a group of friends here now, it could quickly become your own private corner of musical heaven for years to come.
",1
"One of the best places in Charlotte for continual live music. Open since the mid-70s the Double Door inn has hosted a ton of top acts and is always full of people who love music. Charlotte isn't known nationally for its music scene but with venues like this, it is hard to deny that you can't have a great time with Charlotte music. Decent beer selection and regular visits from the legendary Bill Hanna (at least legendary for Double Door Inn visitors) solidify the Inn as a location for musical bliss any night of the week.
",1
"My dad was a bouncer here in the 70's and my first visit was with the old man. I couldn't imagine any better venue in Charlotte. They even had a live band on Christmas night the last time I was in town. Can't say enough, so I'll leave it at that.
",1
"A true Charlotte staple!  My bf works for a blues music agency in the city, so coming here often is a pre-requisite for us.  This venue has been around forever and you can really tell....it's oozing with history from the pictures on the walls to the original bar.  There is always something going on at the Double Door, every night of the week and many, many famous faces have graced their stage including slow hand himself, Eric Clapton.  The bartenders are friendly, will gladly serve you PBR in a can, and may even ring the bell up front for a good tip.  Oh and you can buy scratchers tickets at the bar if you are bored with the band.  :)
",1
"Pretty much the spot for local blues.  Diverse music line-up so you may want to check the website.  Clapton played there!
",1
"Hey there everyone!  This is John, the Production ManagerSound Engineer at the Double Door Inn.  Just happened across our venue here on Yelp! and was extremely honored to see so many people saying such nice things about our room!  Thanks so much to all of you for coming out and enjoying live music with us.  Its something we LOVE and we're lucky to be able to share it with you!  As Sabrina mentioned in her review, its up to us to support live music and the venues that offer it to you.  I'll go ahead and step out on a limb by offering a big thank you from all of the Double Door staff for the support that music fans have given the club over the past 36 years.  Looking forward to hopefully seeing all of you again and offering you many more years of great live music!!!!!
",1
"Always a happy diverse crowd, especially on a Monday night. Great music. NC's oldest Blue's Club. GO ON MONDAY NIGHT!
",1
"No better place to listen to live music in Charlotte than the DDI...a historic and very intimate venue recognized as the ""Oldest Live Music Venue East of the Mississippi"" and holds the title ""Oldest Blues Club In The U.S. Under Original Ownership"".  Legendary performers like Eric Clapton, Stevie Ray Vaughn, Buddy Guy, Junior Brown, and  many others have graced their stage.  Amazing local talent too pretty much any night of the week.  Diverse and casual crowd.  And now that the place is completely smoke free, you won't leave smelling like an ashtray!!!  The Double Door Inn is definitely a hidden treasure in Charlotte.  Get out and support live music and the venues like this that offer it to you!!  You'll defnitely get your money's worth!
",1
"Great place to go for both local and national acts. Everytime I've been it was a great experience.
",1
"It doesn't get any better than this. My heart overfloweth.
",1
"This was another Charlotte Institution I'd never heard of until I moved back to town as an adult.  Growing up in the soulless suburbs and listening to Nickleback, I never really crossed paths with The Milestone.Oh, but it's lovely.  There is always something to be said for a divey music bar (every town should have one), where you know PBR will always be the cheapest drink at the bar, where you still leave with smoke lingering on your sweatshirt, and where you know everyone's just out to have a good time.
",1
"Bust out the grunge. The Milestone is the perfect place to schmooze with the punks, metalheads and venueshow rats. Crawling with history, and plenty of stickers on every surface from showsbands of the past, this hole-in-the-wall turned landmark is one my favorite venues in the QC. I've been here on multiple occasions and each time has been different and more memorable than the last. My first impression, a while back, was a little disheartening from how many people were smoking inside. Now, so I hear, this has been done away with. Good for us non-smokers and maybe a blow to the cigarette-goers. However, this paled to the happiness I found in the small bar with cheap PBR and the even tinier stage. I've seen this stage packed with 6 member outfits with hardly enough room to play and smaller rockabilly bands tearing it up! So much personality there could be a novella written about the days it has seen. Goodness what a cool joint. This place isn't glamorous, folks. It's an old, converted house, turned-venue. If you're into punk, metal, or anything in between, check their website. Always booking shows and plenty of variety. You can buy tickets online or pay at the door. Beware on rainy nights. The parking lot, if you can call it a parking lot haha, gets really muddy. Park on the street to avoid a muddy car! Or, be awesome and park in the mud and make it a story! Cheers to the Milestone and many years to come of kicking some serious rock ass!
",1
"I don't know about nirvana but I'm pretty sure I saw black flag their it looked like a small house the stage was just a raised board so called punks slam danced one dressed like a doctor afterwards the band just walked off the stage and drank with the crowd.
",1
"Great location, best to go with nice weather because the atmosphere is all about being outside.Never a better time to go get a bottle of wine, relax outside in the nice weather, and listen to some music or catch up with friends.  Wine in all categories, under 20, over 50, take your pick because there is something there for you.If you're not in the mood for wine, don't be scared - there's a pretty nice beer selection as well.  For only 4 refrigerators they fit a lot of options inside.
",1
"It's really a shame people in Charlotte don't use Yelp very much yet, because this place definitely deserves its props as the best wine bar  shop in the area. No matter what you're interested in, if you want to have a drink the guys and girls here can help you find the perfect match for your palate. The wine selection is hard to beat, and you definitely won't find better deals anywhere else in Charlotte. The beer selection is also top notch, and they even do a yearly tasting outside with close to 100 beers to sample from.One of the best things about the Wine Vault, and something that really sets them apart from the other contenders in this genre, are their weekly tastings. For $5-10 (depending on the quality of the wines that week) you can taste up to 6 wines, and learn a little bit about each one while you do it. There's a large group of regulars who come to almost every tasting, so if you're new to the area it's also a great way to meet some really cool people. There's also an extensive wine cellar (hence the Vault name) downstairs with private bins that you can rent to store you own wine, in addition to a much larger seating area that I think most people don't even realize exists. They do lots of private events down in the main cellar room, so if you want to do a big corporate event like a private tasting it's a really cool atmosphere and something your friends or employees will remember for a long time.My favorite aspect though has to be the almost monthly wine dinners that the shop puts on in conjunction with some of the best restaurants in the Charlotte area. They are always extremely reasonable in price, especially when you compare it to similar offerings around town. Make sure you get on the mailing list, because you definitely want to sign up for these early before they get sold out!
",1
"I can't believe I never reviewed this one before.  A very classy but casual spot in the university area.  Amazing wine and beer selection.  Good cheeses, live music, outdoor patio(where you can bring you dog).  All of this right by the lake.  These guys also schedule tastings and pairings at some local restaurants.  Ranging from (25-80)ish per person, it is well worth it.  I highly recommend this place for a casual after dinner date spot or a gathering of friends.
",1
"This is the gem of University City. It's laid back atmosphere hits you from the parking lot, with acoustic sounds and the tinkling of laughter and wine glasses. At least a dozen tables spill outside the doors, filled with patrons and their cherished pets on any warm evening. It's commonplace to have live music from the patio, but doesn't overpower the conversations or keep the dogs from lounging. The ambiance, especially with the views of the lake and paddle boats, allows you to shift your mind into thinking you're anywhere but a local hangout in the Piedmont of NC. The Vault itself has tiny quarters, but stocks some well-treasured and fresh names, both in wine and brews. Snacks are available, with a varied assortment of cheeses, pretzels and party mix. It's very simple to walk in, make your selections, then take to the register for purchase. The only problem you may find are long lines, so I wouldn't wait until the last minute for a drink or the bathroom. It's worth a drive from anywhere in the Charlotte area to see what the UCB has been keeping to itself. This place is equally impressive for the intimate conversation of a first date, relaxing with a group of friends after work, or bringing your dog for some appreciative petting from strangers. If you're single, the last one is especially fun.
",1
"Great spot in University City, take your dog and enjoy an adult beverage next to the lake.
",1
"I absolutely love this little hang out. This is the best place in the area (and among my top pics in the city) for a casual date with friends. The prices are reasonable, the live music is fun, and the dogs are cute. The atmosphere of the Wine Vault is always nice regardless of what you're looking for. If you're in the mood for a little revelry with whoever may be passing by, grab a table close to the center. If a little more room to breath and a little less volume is what you are after, just grab a table around the outer edges.I have to admit that this place doesn't come to mind too much during the winter; but every summer the Wine Vault manages to stay on my ever-changing list of places that I want to be.
",1
"I....am a wine snob. So having said that, I love this little wine boutique. Very comfortable and inviting interior. Comfortable patio area for nice days. A very good selection of wines from all price and taste ranges. Daily varied offerings of wine by the glass or you can hunt through their wine walls for a bottle of your choosing. A little chilled something available for the beer and bubbly drinkers. Great location and atmosphere.
",1
"Great wine list price not to bad either... Come during the evening enjoy a nice brezze off the pond while you sit outside and people watch...
",1
"I cannot believe there are not over 100 reviews for this place raving about how it's such an awesome hang out.  Whenever I'm looking for a place to hang out with my friends and catch up, the wine vault always comes to mind FIRST.  It's usually difficult to catch an open table, but once you do, it's worth it.  You can buy a bottle of wine or a good beer and sit & sip outside (or inside) until your heart is content.  They do have a good selection of wine & beer, so you're not always (forced to be) drinking the same thing.**Another bonus: Dog FriendlinessIf you have a dog, heshe is welcome to hang out amongst the peoples.  Odds are that there will be at least half a dozen other poochies looking to mingle just like their owners.  **Something I'd like to see wine vault do:  set up easy recycling
",1
"Super cool! We happened upon the wine vault while in Charlotte apartment hunting. Coming from Jacksonville, FL, we've never seen anything quite like this. You just go in, pick a wine and find a table to settle in and relax. Its a good, inexpensive way to try new wines.We'll be regulars after moving to Charlotte!
",1
"The Inferno plays goth, industrial, etc music.  Great place to go and dance, and there's plenty of eye candy.  Wednesday nights are nice and small, and Leather and Lace is good if you like dancing around a lot of people.  Sabbat de Sade is fun for public BDSM. Sometimes there are cool live bands.
",1
"First time here was Leather and Lace night in Oct. 2009. Finally an adult place to have adult fun. Not a bunch of college kids goofing around and giggling like fetish night at The Cardinal. This was much more mature and so much fun! Everyone friendly. So many beautiful sexy people. Loved the guy in the mesh shirt, hee hee! Ended up getting quite naughty and I cannot wait to return. I thought it was much larger than I expected, with the dance floor in the front, the middle area bar, and then the whole area in the back with two more bars there.Finally I have a place to go play!Kissy
",1
"Happy to live in a city with a club like this.
",1
"I love the fact there is a club like this in Madison.
",1
"The inferno is never disappointing! From seeing A23 a few years back to Aesthetic Perfection just recently. They have Ac, a great stage, a really quant sitting lounge area and 2 bars. The place is very stylish with great color scheme. The bartenders are very knowledgeable on drinks and friendly and quick. The prices are moderate for drinks. Easy to get to. Easy parking. It seemed very friendly and inviting both times. To bad the inferno isnt in my neighborhood! :)
",1
"Decent cover charge, $8. Spacious. VERY good House music. No creepers. My girlfriend and I visited last night and we had a BLAST. Non-stop dancing for 2-hours because the music that THAT good and engaging; I had to force myself to take a break. I love to dance and to have a good time. We were both able to do this without being bothered by anyone and with enough space to do to so. We did not have drinks, so I can't offer any opinions on that. After a 4 hour drive from Chicago, on the same day, this was a GREAT place to end up on a whim. If you seek a clean good time with good music and lots of dancing, then the Inferno is the place to be. It was cozy. NB: No coat check, but it was not crowded so placing our coats on the seats and keeping an eye from the dance floor was not an issue. Happy dancing YAW!
",1
"I haven't been here too many times, but the place is great! It has a really nice atmosphere and looks a lot nicer than the clubs I've been to before. The floors weren't sticky and overall the place was actually really clean. I really wasn't expecting that especially since I went to one of the fetish nights. It's a lot smaller than I was expecting. I guess that's probably the difference between clubs in smaller cities and big cities. It's not that big of a deal to me, but I imagine they can't hold a really big crowd. The drinks are fairly strong and aren't too expensive. The bathrooms are very clean and well lit. The staff are all amazingly nice and friendly. I enjoyed taking a drink outside to the smoking area and chatting. The people I met were lovely and I'm excited to meet new people at future events!
",1
"My favorite venue in CU.Affordable tickets.Excellent sound.Easy access to drinking with the bar wrapped around the ""center"" wall. And cheap drinks.Having been to venues all over the Midwest, I always find myself wanting to be at the Highdive for a show.  Especially considering a show or tour that would sell-out in Chicago might just reach capacity down in Champaign.How I miss it.
",1
"I've never been here for a show...well, let me clarify.I used to come here tons as an undergrad for various Asian parties, and I still come here most times I've visited as an undergrad.  Things usually devolve into a shit show.Which, honestly, is a good thing, and it's what I'm shooting for when I want to forget about the real world for a weekend.  Sure, it's off campus, but it does have a giant dance floorstage and some awesome people behind the bar. Last time I was here I just kept asking for either A) something awesome or B) something alcoholic.  Never was disappointed once.If anyone you know is planning a party at the HD, be sure to clear your schedule and hit it up. You won't regret it (and you might not remember it).
",1
"It's been years...but I loved going to shows here while I attended ISU.  Very intimate venue to see your fave bands play with good food and libations.
",1
"My and my main yelper came from Indianapolis to watch Corb Lund play at The Highdive.  It's an intimate concert venuebar, and we had a great time.  Parking was a breeze, we found plenty of spaces on a Saturday night right in front of the venue.If you're coming to a show, get there early to snag seating.  We found great seats up in balcony, which had it's own bar.  Were the bar stools and benches comfortable  Hell no.  Not at all, but the awesome drink prices made up for the sore buns.  Maybe it's because I'm used to paying upwards of $8 for a mixed drink, but $4.50 Wild Turkey mixers made for a great night!  Service was quick, and I never had to wait around at the bar to get a drink which was nice.All in all, a great place to grab a cheap drink and listen to some live music.
",1
"Folks, this is your quintessential small town concert venue.  Great prices, great service, great music.  I came from way out of town for an act that I couldn't pass up: the Corb Lund Band.  Canadian Honky-Tonk at its finest!  What I like most was the vibes - this place has character.  You can tell the building is old, but from what it looks like, it is in great condition.  The mood lighting is red and dim and the decor has a 60s retro-modern twist.  I like it.  If it's open, try to grab a seat on the upstairs balcony, especially if seats are limited down below.  The view and sound is fantastic.Ticket prices are right on the mark - most shows that I saw are under $20, most well below that.  Corb was $15, and from the performance we got, I'd say it was well worth it.  What also blew me away was the drink prices, I got an above rail whiskey mixer for under $5.  Maybe I'm not used to small town prices, but this was an unexpected surprise.All towns would be so lucky to have a music venue like The Highdive.  I have to agree with Jess S. on her review; there are not many places like this in the Midwest, and surely not in Indy.  Keep booking the gigs, Highdive, I'll keep ordering Wild Turkey and Ginger Ales.
",1
"I am rating the food aspect of Cowboy Monkey 5 stars, because you would be hard-pressed to find a better plate of nachos anywhere. For the Cowboy Nachos alone, which are a bed of chips topped with tomatoes, guacamole, white cheese sauce, jalapeno peppers, and cilantro chicken (optional), I would swim across the ocean to let this savory swell of heaven crash against my taste buds! The food here is excellent. Though it is on the pricey side, when the patio and kitchen are open during the warm months, it is worth celebrating. Sadly, Cowboy Monkey does not serve their tasty Tex-Mex fare during winter or early spring. They open just in time for EbertFest at the end of April. If you like Americanized Mexican food, do yourself a favor and check this place out.
",1
"Awesome beer selection!I came here with my boyfriend for trivia night, which was led by Dave. The questions were perfect for our group of 7. I even got to answer some ;)Since we won that night, we got a gift certificate to the bar and bought rounds of shots. Cannot think of a better way to spend a sunday.
",1
"This places rules!  Great Food, Great Drinks, Great Sound Engineer, (he even gave me a wireless mic!) Thanks Derek!Great StaffRad Stage, Fun Bartenders, Vegan Options, All you can eat Chips and Salsa,Outdoor seating, It's perfect rock n roll club!
",1
"OK, Let me start by saying the whole ""bar scene"" isn't really my thing. But we went here for a friend's birthday and I was thoroughly impressed. The staff was welcoming, kind and understood exactly what we wanted. We had chips and salsa, (a huge portion) and it was fresh and yummy! Sitting outside was relaxing and lovely. Peaceful decor and just all around great night! Can't wait to return!
",1
"So you wonder, (as you wander) does Phoenix have any history that pre-dates 1911 What happened to all the old brick and western style buildings that housed, cotton, supplies, cactus jelly, or whatever Phoenix would have had stored in a warehouse in 1911  Well this is a place that has history (albeit, only 80 years or so, but hey we'll take it.) Coming from Boston, I yearn to have some kind of architectural history, buildings that have meaning, purpose,  character. I mean how many adobe style, clay shingled buildings can we have seriously So if your looking for cool atmosphere, a safe venue (well lite parking lots) and great music, check out the brick house. I saw Okkerivil River here, and the experience was great, and the venue is the perfect size for a small show. They serve a wide range of beer and drinks. (food too) My only complaint, it was pretty hot inside, but then again it's ALWAYS hot inside buildings here in September. Check it out, you won't be disappointed.
",1
"I lived a good 4 blocks from La Feria during grad school and loved every second of it. Yes, Pamela's is downstairs and, if you can avoid drooling at the thought of chocolate chip banana pancakes, crepe style you can enjoy the best of peruvian food- pumpkin, peanut, and sweet savory tastes. You can get meat, vegetarian or a combo of both (which is always what I ended up with). Delish salad to accompany and bread to take those last swipes of sauce off your plate. Everything is great with an Inca Kola- and maybe even better with the Peruvian mirror you've been eying up on the wall.Oh, and they do TO GO, which saved me on my walk home from the bus!
",1
"I really love this joint. It is small and casual. The menu changes regularly, and there is always a vegetarian option. I'm surprised it isn't more crowded because I can't really thing of a negative thing to say about the place. The salad is yummy, and I'm not even a salad person. I think my favorite dish here thus far has been the Peruvian corn. The atmosphere is cozy with a little shop in the front.
",1
"This place has authentic peruvian food and tasty american style peruvian sandwiches.  Every day they have a choice of two or three vegetarian and two or three non vegetarian entrees.  They serve these with rice and side salad.  My favorites are pumpkin and potato stew and potato, cheese, and pea casserole.  They also make a great egg salad sandwich with guacamole.  The homemade sweet potato chips and alfajores (shortbread cookies filled with caramel sauce and dusted with powdered sugar) are must haves.
",1
"This delicious Peruvian Restaurant is often overlooked due to its location over the wildly popular Pamela's restaurant.  For those who don't want to wait in line for Pamela's or those who are looking for a great bite to eat, LaFeria is the place for you.  All of the food I've tried there has been great.  Their daily specials are usually yummy and their empanadas and sandwiches are great.  I especially love their salad.  Turkey breast over a bed of greens with red onions, walnuts and gorgonzola cheese dress in a tasty vinegarette.  It's light, yet you wont leave hungry.  While you're there, check out the Peruvian arts and crafts  that are also for sale there.
",1
"I love this cozy little restaurant!  The $10 meal deal is especially great for indecisive diners like me, and it's always delicious.  I can't comment on how closely they adhere to Peruvian cuisine, because I've never had it before.  The shop is fun too, but I'd feel awkward browsing the art without intending to stay, so I only look around after I'm done eating.
",1
"Lovely, refreshing food, though the menu gets a bit old. Perfect, unique salad dressing. Must try it!
",1
"La Feria recently changed their menu, so I thought I'd post a review about their new system. They've replaced the rotating daily specials with a larger menu. The classics are still on the menu (like the delicious ropa vieja) but now it's expanded to include things like their cheese and potato stew. As you'd expect, everything is delicious. It's also worth noting that the service is quick and friendly and there's a whole section where you can shopperuse Peruvian folk art and goods while you wait for your food. What can I say I love La Feria.
",1
"Pittsburgh is a funny city. There are fantastic high end restaurants (e.g. Tamari, Spoon, 9 on 9, 11, etc...), but not so many medium-to-low-end restaurants. Well, La Feria is the clear exception. For $15 (or less) you can have an amazing Peruvian meal. My wife and I are experimenting with vegetarianism (I know, we're missing out on a lot of yummy meals!), and La Feria is particularly great for us. They always have 2 veggie specials that are great. Last night I had this bean and pumpkin dish which was fantastic.The atmosphere is pretty laid back and the staff are friendly, so for a quick and tasty dinner, this is the place to go.
",1
"Great peruvian!  Love their housemade salad dressing.   Wish that I could buy it!  Their shredded chicken dishes are always excellent.  Great lunch spot in Shadyside.  Lovely little import store attached.  A favorite!!
",1
"I really wish there was some place like this closer to cleveland. A fair trade shop with a cafe type restaurant, I can dig it. Its located on the upstairs, peruvian art adorns the walls and is for sale, they also have some clothes and these beautiful blankets that I seriously want. I wasn't feeling too great so I just ordered the three empanada platter and split it with my boyfriend. I picked the eggcream cheesegreen onion, spicy apple, and beef empanadas. I wish I was hungrier because it was so tasty! Boyfriend got the ropa vieja and it came with a salad and rice... very very good. The girl that waited on us was super sweet too. Ending check was $25, not bad at all.
",1
"Terrific lunch spot!  Their cubano sandwiches are excellent...and always go with the fries...skinny, perfectly made fries.  Their Mojitos and Caipirinhas are the very best in town...dinner seemed a bit overpriced, but the food is still excellent.  The other nice part of Latorres is that its in the heart of downtown, so plan a nice dinner or happy hour before heading out to hit some more classic bars, pubs or clubs in Charlotte.
",1
"Yum yum yum!!! LaTorre's is one of my favorite lunch spots and I'd highly recommend it to anyone who hasn't been!  My personal fave is the Pollo Chipotle sandwich with skinny fries.  Their food is amazing and the prices aren't too bad either.I have a slight issue with LaTorre's and here it is:  Once upon a time, I asked for the Cubano sandwich but with NO mustard.  Well, Mr. Waiter kindly informed me that their sandwiches are pre-made and they are unable to alter them in any way.  Hmm...pre-made hot sandwiches that are deliciously devine  I'm a skeptic.  After asking around, I found an inside source that said that their sandwiches are NOT pre-made but the managerschefs say that so that they don't get overwhelmed with nit-picky custom orders by my fellow corporate cube monkeys during the lunch rush.  My point:  the next time you want your Cubano with no mustard or extra sauce, don't believe the hype and make them customize it for you!  By the way, my spy happens to be an employee so I know it's true.  All in all, this place is great.
",1
"The food is good, but to me, the desserts are what really make Latorre's special. They do this crazy thing with burned sugar that is magical.They have great lunch specials. It's a little pricey for just me, but it's just right for a business lunch with a client. It makes you look smart and sassy and quirky and fun.There's lots of vegetarian options, which is always a good thing. Everything is presented beautifully, which is always fun. Some of the food seems almost too pretty to eat. Salsa night is also a good time. The crowd is relaxed and willing to teach a dorky newbie like myself. I've honestly never had a bad time here, night or day. Charlotte needs more places with so much character.
",1
"Tonight, I cheated on Eliana's with Guanaquito. I still feel a bit guilty, as I've been with Eliana's for years, but when Guanaquito does it better in almost every way, how can you fault me If you blink, you'll miss it- on McDowell, between the Gourmet House of Hong Kong and Arizona Endoscopy Services. You need to park in back, accessible from a driveway before you pass by the dully colored sign for Guanaquito.Like Eliana's, it's Salvadoran cuisine, but there are so many more options at Guanaquito. They serve breakfast, lunch, and dinner, and based on tonight's sampling, Hubby and I will be back often to work our way through the menu. I had the ensalada drink and Hubby had the Horchata, which the waitress patiently explained was different from Mexican Horchata. It sure was- maybe it was the morrow seed that made it so unique. For his entree, Hubby had the equivalent of the sampler platter- a tamale (again, quite different from a Mexican tamale- softer and creamier), 2 pastales (meat pies) and 2 pupusas (stuffed, grilled tortillas). Guanaquito had a far greater variety of pupusas than Elaina's, and they were every bit as good. The one that I had that was most unique was made with cheese and loroco plant (which to me had an asparagus-y taste). Definitely delicious. At both Salvadoran places, we were served a bowl of cabbage salad, but at Eliana's we had never been told how to eat it. Guanaquito's was far less astringent and we were instructed to eat it with our pupusas. I was skeptical at first, but became quickly hooked. It did not overwhelm the taste of the pupusas, and added a nice crunch and zing. The only thing I found that Eliana's did better than Guanaquito was the flan. Guanaquito's texture was off, but the flavor was acceptable.I suppose I'm willing to share my new love with all of you- but be forewarned- she's a saucy mistress you'll be compelled to visit again and again. Oh- and she's cheap, too. Hubby and I got out of there for $24 (and that includes the extras I got to round out my leftovers for lunch tomorrow!).
",1
"I love the food here! I had some sort of delicious fried pancake stuffed with shredded meat & cheese. They were called Pupusas. I cant wait to go back  :P I'm seriously jonesing for some more of those meat pancakes.... I need more like now!
",1
"I love that this place is nearly unrecognizable from the street. And that you don't hear a word of english being spoken. You know you're in for good food at that point. I had papusas and a random sampler - and my favorite fried plantain with beans and sour cream. This was good - better than Eliana's yes - but both are pretty damn good. And i felt like this place was Phoenix - super seedy exterior, lots of espanol, and good food in a strip mall - Phoenix to a tee.
",1
"A Salvadorean friend recommended this place to us when she found out that we love papusas. I got  a massive plate of those crispy, delicious goodies and an even more massive cup of horchata, which could have been a meal in itself. Our server was super-friendly and patient--it took us forever to decide. We left stuffed and satisfied.
",1
"The pupusas, yes, the pupusas are great. The loroco with cheese has become our favorite, But this past week, I strayed from our standard and tried the gallina soup with braised chicken and salad. All I can say is, ""What the hell Where has this been my whole life"" The soup is magical. Huge chunks of carrot, potato, and zucchini, with some thin noodles, and a savory broth with some mint leaves. I quickly abandoned the rest of my entree in favor of finishing the huge bowl of magic. It was the best soup I've had since coming to Phoenix 13 years ago. Good thing Hubby got sick this weekend- it gave me an excuse to go back and get some more. Being magical, you know it has serious healing properties. Here's where I learned that the Sopa de Gallina is chicken soup without the chicken meat and the Sopa de Pollo is the same thing but with the meat. Two huge Styrofoam cups to go with lemon wedges and 4 hot and fresh tortillas cost less than $6.00. I was stunned. The owner said it costs more with meat. Believe me, you won't miss it. Who knew that magic was so cheap Hubby's fever is already down and he's feeling much better.
",1
"I have never eaten El Salvadorean food before!  I was looking for something different and saw the reviews!  I called a friend from El Salvador and he suggested the Pupusas with cheese!  THEY WERE YUMMY!!!  Its my new favorite food!!!  I will be back!  Thanks!
",1
"As good as it gets.  Thats a pretty good way of putting it! If your into Salvadoran Food or if you are not this is your place.  Located near 14th street and McDowell the building is near a chinese place in an old white building.  You have to park in the back and at first glance you may question yourself for choosing this place.  But it really is worth it.  Once you get inside the place is spotless.  Very well kept.  The menu's do explain what you are eating so no surprises.  I got the Carne Asada plate.  The steak  was perfectly grilled and seasoned.  It came with yellow rice, beans, a salad, and tortillas.  The tortillas were thick and grilled.  I also shared a bean and cheese papusa.  The papusa was awesome basicly a tortilla stuffed with beans and cheese.  You have to try it.  Our meal came with chips and salsa and a salvadorian slaw mixture to share.  The price was right and the staff is friendly food A++++++++Good for lunch if you work in the downtown area not too packed.
",1
"Been there twice now.  Great servers and the owner is a sweetheart.  I ate the Pechuga Asada and a pupusa Locoye(sp) this time.  The chicken was made right, great beans and rice, fresh avocado,  big portions and the salsa and chips are excellent.   I live two blocks from here and I need to wake the eff up and go here more.
",1
"I'm going to flat out say this before I start writing the review, my aunt makes the best pupusas.  Now with that being said this is a nice little hole in the wall.  The place is nice and clean.  The food is cheap and delicious.  The people are really friendly and the old man behind the register always seems to great me with a smile ( I think he is the owner).  Mind you pupusas are more filling then they look so don't over order.  I like the traditional queso con loroco.  The plantains are also delicious.
",1
